,State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Hindus,Muslims,Age_Group_0_29,sex_ratio,literacy_rate
256,Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,653,974748,35214,635347,91.0,54.0
257,Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1141,1195235,120331,832939,90.0,62.0
258,Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1611,1433879,106928,935230,96.0,52.0
259,Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,1267043,151071,876905,97.0,57.0
260,Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,3406,2268838,85414,1460075,93.0,61.0
261,Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,4546,2198297,103480,1470688,89.0,65.0
262,Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,2158623,59471,1365647,93.0,62.0
263,Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1566,1163607,137980,817608,92.0,60.0
264,Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,1145052,79739,809922,98.0,63.0
265,Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,997073,42426,645619,97.0,57.0
266,Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,1321003,174724,901161,94.0,59.0
267,Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,638702,41396,449974,90.0,48.0
268,Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,1648749,51200,1106084,88.0,52.0
269,Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,1077545,34419,721531,96.0,53.0
270,Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,1383475,44143,898323,90.0,52.0
271,Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,1718204,233133,1156749,96.0,62.0
272,Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,620515,15966,403030,95.0,55.0
273,Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,1287391,149548,919239,90.0,59.0
274,Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,1107809,357253,998769,95.0,78.0
275,Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,2055177,421410,1540590,95.0,78.0
276,Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,1009352,26502,626978,98.0,75.0
277,Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,2174672,320395,1473882,92.0,66.0
278,Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,1845424,354236,1467457,93.0,73.0
279,Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,1780085,92297,1163802,96.0,72.0
280,Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,1825460,187901,1167569,95.0,63.0
281,Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,1153861,26157,704214,100.0,76.0
282,Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,863199,127552,692117,94.0,67.0
283,Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,3457615,560261,2352671,92.0,68.0
284,Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,1504641,274221,1150104,94.0,61.0
285,Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,3379906,286558,1972486,96.0,73.0
286,Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,2006984,367664,1406364,93.0,67.0
287,Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,3492202,390974,2460820,95.0,79.0
288,Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,2501741,471951,2008314,94.0,65.0
289,Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,1521618,96182,1011352,98.0,55.0
290,Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,5237009,693052,3580633,93.0,71.0
291,Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,1437623,178925,917343,92.0,69.0
292,Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,1328385,306364,1078349,95.0,63.0
293,Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,8090254,673704,5184734,91.0,76.0
294,Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,1307211,187197,777431,112.0,74.0
295,Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,2440312,239607,1450907,97.0,73.0
296,Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,2691952,146970,1517324,99.0,74.0
297,Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,780384,26264,382024,104.0,78.0
298,Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,3795424,441254,2402794,94.0,67.0
299,Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,8716055,1355630,6184519,89.0,74.0
300,Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,1057096,53854,659540,95.0,78.0
301,Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,859949,142672,682919,93.0,73.0
302,Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,2251401,239236,1549263,95.0,73.0
303,Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,175102,18691,135220,100.0,66.0
304,Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,10810,3086,86255,93.0,63.0
305,Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,12034,2886,168608,97.0,71.0
306,Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,43833,1649,314439,94.0,55.0
307,Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,2995,589,90273,94.0,60.0
308,Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,267146,107323,251975,100.0,64.0
309,Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,7553,1115,113715,94.0,71.0
310,Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,17272,3359,216742,97.0,60.0
311,Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,144935,14185,545961,101.0,70.0
312,Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,12456,1646,291097,101.0,47.0
313,Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,7036,1050,97082,95.0,58.0
